scan_id,diameter_um,flow_mm_s,mode,support,source_bin,u_lo,u_hi,u_mid,tail_bin,tail_lo_um,tail_hi_um,tail_mid_um,in_C16,rho,n_pairs,status
D235_F01_V01,235,1,raw,real_all,2,0.16666666666666666,0.33333333333333331,0.25,20,475,500,487.5,False,-0.0077554627626749122,448,ok
D235_F01_V01,235,1,raw,real_all,3,0.33333333333333331,0.5,0.41666666666666669,10,225,250,237.5,False,-0.016010864667835415,448,ok
D235_F01_V01,235,1,raw,real_all,3,0.33333333333333331,0.5,0.41666666666666669,12,275,300,287.5,False,-0.031109934295237954,448,ok
D235_F01_V01,235,1,raw,real_all,3,0.33333333333333331,0.5,0.41666666666666669,14,325,350,337.5,False,-0.0033567723736779506,448,ok
D235_F01_V01,235,1,raw,real_all,3,0.33333333333333331,0.5,0.41666666666666669,15,350,375,362.5,False,-0.0016911982951354561,448,ok
D235_F01_V01,235,1,raw,real_all,3,0.33333333333333331,0.5,0.41666666666666669,16,375,400,387.5,False,-0.016756502678798309,448,ok
D235_F01_V01,235,1,raw,real_all,3,0.33333333333333331,0.5,0.41666666666666669,18,425,450,437.5,False,-0.02827432111841164,448,ok
D235_F01_V01,235,1,raw,real_all,3,0.33333333333333331,0.5,0.41666666666666669,20,475,500,487.5,False,-0.031468272949155149,448,ok
D235_F01_V01,235,1,raw,real_all,4,0.5,0.66666666666666663,0.58333333333333337,15,350,375,362.5,False,-0.031250066729730713,448,ok
D235_F01_V01,235,1,raw,real_all,4,0.5,0.66666666666666663,0.58333333333333337,16,375,400,387.5,False,-0.021832900212894534,448,ok
D235_F01_V01,235,1,raw,real_all,4,0.5,0.66666666666666663,0.58333333333333337,18,425,450,437.5,False,-0.039556717068077139,448,ok
D235_F01_V01,235,1,raw,real_all,5,0.66666666666666663,0.83333333333333337,0.75,20,475,500,487.5,False,-0.072863927936161532,448,ok
D235_F01_V01,235,1,raw,real_all,6,0.83333333333333337,1,0.91666666666666663,18,425,450,437.5,False,-0.01032362317881219,448,ok
D235_F01_V01,235,1,raw,real_all,6,0.83333333333333337,1,0.91666666666666663,20,475,500,487.5,False,-0.0050546436418844902,448,ok
D235_F01_V01,235,1,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,1,0,25,12.5,False,-0.083312900028371689,448,ok
D235_F01_V01,235,1,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,2,25,50,37.5,False,-0.18393272452988629,448,ok
D235_F01_V01,235,1,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,3,50,75,62.5,False,-0.20519780622497502,448,ok
D235_F01_V01,235,1,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,4,75,100,87.5,False,-0.14485795540714289,448,ok
D235_F01_V01,235,1,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,5,100,125,112.5,False,-0.12896478130360195,448,ok
D235_F01_V01,235,1,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,6,125,150,137.5,False,-0.036398520292704385,448,ok
