scan_id,diameter_um,flow_mm_s,frame_lo,frame_hi,metric,n_geometry_valid,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero
D235_F07_V01,235,7,100,199,source,92,92,8,222593606.86543399,158351626.67436254,311066698.55568522,92,0,0
D235_F07_V01,235,7,100,199,tail100,92,92,8,48165178.578642659,38049355.192025594,55128333.298697077,92,0,0
D235_F07_V01,235,7,100,199,tail500,92,92,8,30259604.999904118,27145697.235879332,32375487.228801299,92,0,0
D235_F07_V01,235,7,100,199,RI100,92,92,8,0.21690906817208777,0.16148875981672994,0.28836462731249979,92,0,0
D235_F07_V01,235,7,100,199,RI500,92,92,8,0.13662663341699388,0.099218772279268647,0.18145732851641516,92,0,0
D235_F07_V01,235,7,200,299,source,94,94,6,213669808.89311165,138808318.30731127,297973726.52181447,94,0,0
D235_F07_V01,235,7,200,299,tail100,94,94,6,48052840.377835073,38369281.615763821,61311635.433766782,94,0,0
D235_F07_V01,235,7,200,299,tail500,94,94,6,30042593.417267691,26952909.448707145,33428642.084417149,94,0,0
D235_F07_V01,235,7,200,299,RI100,94,94,6,0.2254466743400424,0.1788742471073024,0.32458813993010655,94,0,0
D235_F07_V01,235,7,200,299,RI500,94,94,6,0.14102084284521099,0.10559202655140515,0.19764228213370572,94,0,0
D235_F07_V01,235,7,300,399,source,93,93,7,204313593.78571138,159445592.10588628,269548237.84975916,93,0,0
D235_F07_V01,235,7,300,399,tail100,93,93,7,49338155.868343964,38877122.397261724,82875315.519019589,93,0,0
D235_F07_V01,235,7,300,399,tail500,93,93,7,30145519.62903681,26854825.107963137,36507741.467125274,93,0,0
D235_F07_V01,235,7,300,399,RI100,93,93,7,0.25321123385715982,0.19334040109890352,0.40743180213964481,93,0,0
D235_F07_V01,235,7,300,399,RI500,93,93,7,0.14915751028684879,0.11711689013695092,0.1897275188130339,93,0,0
D235_F07_V01,235,7,400,499,source,88,88,12,197688425.31940258,157740554.47232947,252780672.51219818,88,0,0
D235_F07_V01,235,7,400,499,tail100,88,88,12,51408671.504811421,39250803.858403169,64514848.23606585,88,0,0
D235_F07_V01,235,7,400,499,tail500,88,88,12,30927258.778482303,27943817.996417798,34629800.14027147,88,0,0
D235_F07_V01,235,7,400,499,RI100,88,88,12,0.25805418922949119,0.20729338686203713,0.3575745410516189,88,0,0
D235_F07_V01,235,7,400,499,RI500,88,88,12,0.15769113214089081,0.12569291449915307,0.20108117316648066,88,0,0
D235_F10_V01,235,10,0,99,source,98,98,2,251645950.99643731,189357180.52897286,320338721.29588985,98,0,0
D235_F10_V01,235,10,0,99,tail100,98,98,2,51346753.389729381,37729321.374487646,107832524.13913801,98,0,0
D235_F10_V01,235,10,0,99,tail500,98,98,2,31425515.117310453,27712436.237844959,43986534.364570037,98,0,0
D235_F10_V01,235,10,0,99,RI100,98,98,2,0.20684836868730999,0.14082507485083948,0.55374200239905369,98,0,0
D235_F10_V01,235,10,0,99,RI500,98,98,2,0.12865994508797021,0.097996307046694126,0.22587982440440077,98,0,0
D235_F10_V01,235,10,100,199,source,76,76,24,231821981.90187541,147111253.63202456,334808074.71240169,76,0,0
