scan_id,diameter_um,flow_mm_s,grid_scope,mode,predictor,tail_variable,tail_depth_um,metric_family,rho,n_pairs
D235_F10_V01,235,10,common_grid,first_difference,middle_q_raw,tail_q_raw_100um,100,q,0.25311280847819911,448
D235_F10_V01,235,10,common_grid,first_difference,middle_q_raw,tail_q_raw_500um,500,q,0.2429717578426118,448
D235_F10_V01,235,10,common_grid,first_difference,lower_mean_raw,tail_mean_raw_100um,100,mean,0.023265053693410521,448
D235_F10_V01,235,10,common_grid,first_difference,lower_mean_raw,tail_mean_raw_500um,500,mean,-0.021649660372362572,448
D235_F10_V01,235,10,common_grid,first_difference,lower_q_raw,tail_q_raw_100um,100,q,0.45222912000034166,448
D235_F10_V01,235,10,common_grid,first_difference,lower_q_raw,tail_q_raw_500um,500,q,0.57383524589638846,448
D235_F10_V01,235,10,common_grid,first_difference,source_area,tail_mean_raw_100um,100,area_vs_mean,-0.15726265570727566,448
D235_F10_V01,235,10,common_grid,first_difference,source_area,tail_mean_raw_500um,500,area_vs_mean,0.041719697598566655,448
D235_F10_V01,235,10,common_grid,first_difference,source_area,tail_q_raw_100um,100,area_vs_q,0.71576412821267776,448
D235_F10_V01,235,10,common_grid,first_difference,source_area,tail_q_raw_500um,500,area_vs_q,0.93046427904517026,448
D285_F01_V01,285,1,common_grid,first_difference,source_mean_raw,tail_mean_raw_100um,100,mean,0.11112591473114856,449
D285_F01_V01,285,1,common_grid,first_difference,source_mean_raw,tail_mean_raw_500um,500,mean,-0.0015994538127054828,449
D285_F01_V01,285,1,common_grid,first_difference,source_q_raw,tail_q_raw_100um,100,q,0.31418668469615013,449
D285_F01_V01,285,1,common_grid,first_difference,source_q_raw,tail_q_raw_500um,500,q,0.3656161841128433,449
D285_F01_V01,285,1,common_grid,first_difference,upper_mean_raw,tail_mean_raw_100um,100,mean,0.097020760419980895,449
D285_F01_V01,285,1,common_grid,first_difference,upper_mean_raw,tail_mean_raw_500um,500,mean,-0.010015775798069783,449
D285_F01_V01,285,1,common_grid,first_difference,upper_q_raw,tail_q_raw_100um,100,q,0.13774538657333757,449
D285_F01_V01,285,1,common_grid,first_difference,upper_q_raw,tail_q_raw_500um,500,q,0.14216539399724254,449
D285_F01_V01,285,1,common_grid,first_difference,middle_mean_raw,tail_mean_raw_100um,100,mean,0.11627359741223882,449
D285_F01_V01,285,1,common_grid,first_difference,middle_mean_raw,tail_mean_raw_500um,500,mean,0.0039269805917912818,449
D285_F01_V01,285,1,common_grid,first_difference,middle_q_raw,tail_q_raw_100um,100,q,0.29613837628592637,449
D285_F01_V01,285,1,common_grid,first_difference,middle_q_raw,tail_q_raw_500um,500,q,0.31753181673560288,449
D285_F01_V01,285,1,common_grid,first_difference,lower_mean_raw,tail_mean_raw_100um,100,mean,-0.03296956198960653,449
D285_F01_V01,285,1,common_grid,first_difference,lower_mean_raw,tail_mean_raw_500um,500,mean,0.027770972531551592,449
